,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
2534,R,0,1,1,0,2,190407_175517,2214.0,4,1,5,Standard,Standard,0,1_2,fb:1_sb:1_tb:0
2459,R,0,0,1,1,1,190414_173757,2490.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2182,R,0,0,0,0,7,190427_003832,2442.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
221,R,1,0,1,1,5,190914_003658,2404.0,3,2,0,Standard,Standard,1,2_0,fb:1_sb:0_tb:1
277,R,0,1,1,0,2,190913_232929,2478.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
2244,R,0,0,0,0,2,190426_232336,2583.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1568,L,0,0,0,0,3,190527_174334,2854.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
209,L,0,0,0,0,1,190918_172738,2509.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
917,R,0,0,0,2,3,190630_175349,2405.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2716,L,0,0,0,1,4,190328_180313,1630.0,7,1,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
659,R,0,0,1,1,5,190725_213909,2529.0,6,3,0,Standard,Standard,1,3_2,fb:1_sb:0_tb:0
927,L,0,1,0,2,2,190630_174239,2308.0,9,0,0,Standard,Strategic,0,3_2,fb:0_sb:1_tb:0
1142,L,0,0,1,2,2,190619_232914,2420.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1061,L,0,1,0,1,7,190620_011013,2468.0,3,0,1,Standard,Standard,1,2_0,fb:0_sb:1_tb:0
2001,L,1,0,1,2,2,190507_002925,2476.0,4,2,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:1
140,L,0,0,0,2,5,190918_183522,2654.0,3,2,0,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
1714,L,0,1,0,1,6,190518_010845,2601.0,4,3,2,Standard,Standard,1,2_1,fb:0_sb:1_tb:0
1048,R,0,0,0,0,1,190625_232751,2475.0,7,0,0,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
2123,R,0,0,0,1,3,190501_234544,2284.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2372,R,0,1,0,1,8,190414_193752,2317.0,1,3,3,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2125,L,0,0,0,0,3,190501_234435,2571.0,5,3,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
1287,R,0,0,1,2,6,190609_035355,2264.0,4,0,4,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
2228,R,0,0,0,1,3,190426_234132,2484.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
495,L,0,0,0,0,1,190903_230613,2545.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
627,R,1,0,1,1,2,190822_235847,2283.0,4,0,2,Standard,Standard,0,1_2,fb:1_sb:0_tb:1
2118,R,0,0,0,2,3,190501_234744,2515.0,5,3,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1938,R,1,1,1,1,6,190507_015623,2631.0,5,2,2,Standard,Standard,0,2_2,fb:1_sb:1_tb:1
1671,R,0,0,0,2,3,190522_235207,2385.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1,R,0,0,0,2,6,190925_005823,1494.0,5,4,2,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1697,R,0,0,1,0,1,190522_232415,2362.0,7,0,1,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
1710,L,0,1,0,1,6,190518_011153,2510.0,8,3,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
123,R,0,1,1,2,6,190918_190755,2213.0,2,2,0,Standard,Standard,0,1_0,fb:1_sb:1_tb:0
1483,R,0,0,1,0,2,190602_174429,2498.0,3,0,1,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1330,L,0,0,1,2,3,190609_030313,2370.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
346,L,0,0,0,0,4,190908_183255,1505.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
302,R,0,0,0,0,1,190913_230747,2417.0,7,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2172,R,0,0,1,0,7,190427_004342,1465.0,3,2,2,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
2186,R,0,0,0,2,6,190427_002855,1404.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1361,R,0,0,0,2,1,190609_022941,2392.0,3,0,1,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1225,R,0,0,1,2,4,190615_000626,2601.0,3,1,3,Strategic,Standard,1,0_2,fb:1_sb:0_tb:0
1948,R,0,0,1,1,6,190507_014954,2605.0,3,2,2,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
676,L,0,0,0,2,4,190725_212032,2559.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2270,R,0,0,0,0,6,190420_235839,2519.0,5,4,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1554,R,0,0,0,1,3,190527_174844,2539.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2710,R,0,0,0,0,5,190328_181558,1549.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1722,R,0,0,0,0,6,190518_010426,2326.0,5,3,2,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
2311,R,0,0,1,2,3,190420_231317,2493.0,4,3,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
296,L,0,0,1,1,1,190913_231030,1424.0,2,0,0,Infield shift,Standard,1,0_1,fb:1_sb:0_tb:0
62,L,0,0,0,1,2,190924_233728,1555.0,8,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
1849,L,0,0,1,2,5,190512_024821,2494.0,8,2,0,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
2541,R,0,0,1,0,2,190407_175112,2295.0,3,1,5,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
2349,R,0,1,0,2,1,190420_222918,2604.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1168,R,0,0,0,0,1,190619_230637,2478.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1709,R,0,1,0,2,6,190518_011302,2096.0,1,3,2,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
2668,L,0,0,0,1,8,190328_190654,1504.0,4,1,0,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
948,L,0,0,0,0,2,190630_173244,2504.0,1,0,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
746,R,0,0,0,2,7,190706_220921,,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1764,R,0,0,0,0,4,190518_001050,2474.0,3,3,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
415,L,0,0,0,1,6,190904_003751,2467.0,4,4,1,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
356,R,0,0,0,2,3,190908_181725,2509.0,3,1,4,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
1698,R,0,0,1,0,1,190522_232339,1479.0,6,0,1,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
913,R,0,0,0,0,4,190630_181109,1579.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
555,R,0,0,0,1,3,190828_235227,2415.0,1,0,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1903,L,0,0,0,2,3,190512_020021,2495.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1824,L,0,0,1,2,7,190512_031501,2511.0,3,2,0,Infield shift,Standard,0,2_0,fb:1_sb:0_tb:0
1138,L,0,0,1,2,2,190619_233107,2429.0,5,0,0,Standard,Standard,1,3_1,fb:1_sb:0_tb:0
926,L,0,1,0,2,2,190630_174315,2332.0,10,0,0,Standard,Strategic,0,3_2,fb:0_sb:1_tb:0
1560,L,0,0,0,0,3,190527_174619,2447.0,9,0,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
83,L,0,1,1,1,1,190924_231354,2502.0,2,0,0,Infield shift,Standard,1,0_1,fb:1_sb:1_tb:0
2553,L,0,0,0,0,2,190407_174523,2547.0,2,0,5,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1702,R,0,0,1,0,1,190522_232108,2371.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1029,L,0,0,0,2,2,190625_234513,2530.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
794,L,0,0,0,2,3,190706_210340,2396.0,5,0,4,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
2254,R,0,0,0,0,1,190426_230640,2581.0,5,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1937,R,1,1,1,1,6,190507_015700,2556.0,6,2,2,Standard,Standard,0,3_2,fb:1_sb:1_tb:1
14,R,0,0,0,0,6,190925_005245,2570.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1315,R,0,0,0,0,5,190609_033340,2532.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1116,L,0,0,0,1,4,190620_000443,2453.0,1,0,1,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
425,R,0,0,0,1,5,190904_002425,2557.0,2,4,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1681,R,0,0,0,1,2,190522_234123,2538.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1392,L,0,0,0,0,8,190602_195251,2671.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
580,L,0,0,0,1,1,190828_230812,2379.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1150,L,0,0,0,1,2,190619_232543,1397.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2675,R,0,0,0,0,8,190328_190412,2309.0,2,1,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
74,R,0,0,0,0,2,190924_233222,2428.0,1,3,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2213,R,0,0,0,2,4,190426_235745,2615.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1529,R,0,0,0,0,5,190527_181941,2370.0,4,1,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1379,L,0,1,0,2,8,190602_200038,2682.0,1,1,4,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
778,R,0,0,0,0,5,190706_213537,2545.0,2,0,4,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2093,L,0,0,0,1,5,190502_002813,2534.0,3,3,1,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
70,R,0,0,0,0,2,190924_233336,2545.0,5,3,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1551,R,0,0,0,1,3,190527_174951,1613.0,6,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
288,L,0,0,0,0,2,190913_232432,2525.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2210,R,0,0,0,2,4,190426_235851,2620.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
233,R,0,1,0,2,4,190914_001434,2280.0,1,2,0,Strategic,Standard,1,0_0,fb:0_sb:1_tb:0
536,R,0,1,0,2,3,190829_000050,2432.0,4,1,5,Standard,Standard,1,3_0,fb:0_sb:1_tb:0
563,L,0,0,0,2,2,190828_233918,2479.0,2,0,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
1188,R,0,0,0,0,7,190615_005336,2427.0,1,2,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
646,L,0,0,0,1,1,190822_233246,2453.0,5,0,2,Standard,Standard,0,3_1,fb:0_sb:0_tb:0
1410,L,0,0,0,1,6,190602_190711,2453.0,3,1,2,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
34,R,0,0,0,2,4,190925_001946,2424.0,1,4,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2219,R,0,0,0,0,4,190426_235516,2664.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
966,R,0,0,1,0,8,190626_011954,2433.0,4,1,6,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
892,L,0,0,0,1,5,190630_183307,2444.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1131,R,0,0,0,1,3,190619_234704,2639.0,3,0,1,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
198,R,0,0,0,2,1,190918_173200,2263.0,1,0,0,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1831,R,0,0,0,0,7,190512_031125,2670.0,3,2,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1155,R,1,0,0,2,1,190619_231518,2248.0,7,0,0,Standard,Standard,1,3_2,fb:0_sb:0_tb:1
1203,L,0,0,1,2,5,190615_002357,2459.0,2,2,3,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1430,L,0,0,0,0,5,190602_184703,2537.0,6,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2575,L,0,0,1,1,5,190403_011556,2582.0,3,2,0,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
2501,R,0,0,0,2,4,190407_182848,2614.0,4,1,5,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1313,R,0,0,0,0,5,190609_033408,2540.0,3,0,4,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
2260,L,1,1,0,1,6,190421_000549,2505.0,5,4,3,Strategic,Strategic,0,1_2,fb:0_sb:1_tb:1
710,L,0,0,0,0,3,190725_204517,2384.0,1,0,0,Standard,Strategic,1,0_0,fb:0_sb:0_tb:0
2649,R,0,1,1,1,1,190402_235304,2308.0,2,0,0,Standard,Standard,1,1_0,fb:1_sb:1_tb:0
1268,L,0,0,0,1,1,190614_230752,2503.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1377,L,0,1,0,2,8,190602_200134,2502.0,3,1,4,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
875,L,0,0,1,2,6,190630_185008,2351.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
2468,R,0,1,1,0,7,190407_195234,2654.0,7,1,12,Standard,Standard,0,3_2,fb:1_sb:1_tb:0
2354,R,0,0,1,1,1,190420_222535,2646.0,2,0,0,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
128,R,0,1,1,1,6,190918_190344,2379.0,3,2,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
45,L,0,0,0,0,4,190925_001507,1411.0,2,3,1,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
1885,L,0,0,0,0,4,190512_021947,2428.0,3,2,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1773,L,0,0,0,1,3,190517_235053,2520.0,4,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
505,L,0,0,0,0,5,190829_003216,2391.0,2,2,5,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2223,R,0,0,0,2,3,190426_234330,2441.0,3,0,0,Standard,Strategic,1,1_1,fb:0_sb:0_tb:0
2511,L,0,0,0,0,4,190407_182506,1802.0,4,1,5,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
974,R,0,0,0,0,8,190626_011554,2613.0,1,1,6,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2449,L,0,0,1,2,1,190414_174420,2481.0,1,2,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
572,L,0,0,1,2,1,190828_231208,2324.0,6,0,0,Infield shift,Standard,1,3_2,fb:1_sb:0_tb:0
2350,R,0,1,0,2,1,190420_222820,2408.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
73,R,0,0,0,0,2,190924_233236,2444.0,2,3,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1180,R,0,0,0,1,7,190615_005645,2295.0,6,2,5,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
515,L,0,0,0,2,4,190829_001857,2347.0,4,1,5,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
904,L,0,0,0,1,4,190630_181453,2422.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1556,R,0,0,0,1,3,190527_174811,2592.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
176,L,0,0,0,1,3,190918_175900,2467.0,4,0,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1944,L,0,1,1,1,6,190507_015253,2533.0,3,2,2,Infield shift,Standard,0,2_0,fb:1_sb:1_tb:0
1425,R,0,0,0,1,5,190602_184918,2479.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2458,R,0,0,1,1,1,190414_173831,2751.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
732,L,0,0,0,2,1,190725_200958,2500.0,2,0,0,Strategic,Standard,1,1_0,fb:0_sb:0_tb:0
1093,L,0,0,0,0,6,190620_004256,1561.0,3,0,1,Strategic,Standard,1,1_1,fb:0_sb:0_tb:0
1888,L,0,0,1,2,3,190512_020742,2454.0,2,2,0,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
2602,R,0,0,0,1,4,190403_005148,2414.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2266,R,0,1,0,1,6,190421_000118,2307.0,2,4,3,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
2344,R,0,0,0,0,2,190420_224135,2303.0,3,2,0,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
610,L,0,0,1,2,3,190823_001903,1419.0,1,1,2,Infield shift,Standard,0,0_0,fb:1_sb:0_tb:0
1402,R,0,0,0,0,7,190602_192603,,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2388,L,0,0,0,1,7,190414_191522,2560.0,1,3,3,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
2158,R,1,0,1,1,7,190427_005158,2401.0,8,2,2,Strategic,Standard,1,3_2,fb:1_sb:0_tb:1
1539,R,0,0,0,0,4,190527_180345,2264.0,3,1,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2145,R,0,1,1,1,1,190501_231126,2387.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
1045,R,0,1,0,1,1,190625_232952,,1,0,0,Standard,Strategic,0,0_0,fb:0_sb:1_tb:0
1457,L,0,0,0,0,4,190602_182421,2606.0,2,0,2,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
2735,L,0,0,0,2,3,190328_174257,2570.0,2,1,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
729,L,0,0,0,2,1,190725_201102,2409.0,5,0,0,Strategic,Standard,1,2_2,fb:0_sb:0_tb:0
2604,R,0,0,0,0,4,190403_005041,1548.0,5,1,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1300,L,0,0,0,0,6,190609_034747,2701.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
63,L,0,0,0,1,2,190924_233700,2429.0,7,3,0,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
1853,L,0,0,1,2,5,190512_024608,2481.0,4,2,0,Strategic,Standard,0,1_2,fb:1_sb:0_tb:0
618,L,0,0,0,1,3,190823_001503,2784.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1352,R,0,0,1,0,2,190609_024319,2430.0,3,0,1,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
2203,R,0,0,0,1,5,190427_001422,2295.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
863,L,0,0,0,2,7,190630_191343,1498.0,2,1,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
560,L,0,0,0,2,2,190828_234024,1877.0,5,0,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
364,L,0,0,0,0,3,190908_181419,2499.0,5,1,4,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
1652,R,0,0,0,1,4,190523_001147,2471.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
759,L,0,0,0,1,6,190706_215408,1523.0,5,0,4,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2565,R,1,1,0,2,5,190403_012139,2449.0,5,2,0,Standard,Standard,1,2_2,fb:0_sb:1_tb:1
1502,R,0,1,0,1,6,190527_184405,2419.0,2,1,2,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
2247,R,0,0,0,2,1,190426_230923,2470.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
470,L,0,0,0,1,2,190903_232836,2485.0,7,0,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1376,L,0,0,0,0,1,190609_022423,2547.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1482,L,0,0,1,1,2,190602_174508,2754.0,1,0,1,Infield shift,Standard,0,0_0,fb:1_sb:0_tb:0
311,R,0,0,0,2,6,190908_191056,2764.0,1,1,4,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
558,L,0,0,0,2,2,190828_234112,2345.0,7,0,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
972,R,0,0,0,0,8,190626_011637,1522.0,3,1,6,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1566,L,0,0,0,0,3,190527_174409,2804.0,3,0,0,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
2621,R,0,0,0,0,3,190403_003000,,1,1,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2355,R,0,0,1,1,1,190420_222457,2505.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
2594,L,0,0,0,2,4,190403_005506,2750.0,5,1,0,Strategic,Standard,1,2_2,fb:0_sb:0_tb:0
605,L,1,0,0,2,3,190823_002114,2323.0,6,1,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:1
1694,L,0,0,1,1,1,190522_232619,2384.0,3,0,1,Standard,Strategic,0,0_2,fb:1_sb:0_tb:0
1795,L,0,0,0,1,2,190517_233126,2356.0,6,1,0,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
2676,R,0,0,0,0,8,190328_190356,2569.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1985,R,0,0,0,0,4,190507_010807,1595.0,3,2,2,Strategic,Standard,0,0_2,fb:0_sb:0_tb:0
2337,R,0,1,0,1,2,190420_224548,2562.0,5,2,0,Standard,Strategic,0,2_2,fb:0_sb:1_tb:0
1094,L,0,0,0,0,6,190620_004231,2495.0,2,0,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
438,L,0,0,0,2,4,190904_000722,1581.0,2,4,1,Strategic,Standard,1,0_1,fb:0_sb:0_tb:0
2446,L,0,0,0,0,2,190414_175847,1556.0,3,2,1,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
17,L,0,1,0,2,5,190925_004122,1463.0,2,4,2,Infield shift,Standard,1,1_0,fb:0_sb:1_tb:0
1703,R,0,0,1,0,1,190522_232018,2432.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1934,L,0,0,0,0,1,190512_012609,2524.0,2,0,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
2094,L,0,0,0,1,5,190502_002754,2740.0,2,3,1,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
542,L,0,0,1,2,3,190828_235730,2480.0,3,0,5,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
372,R,0,0,0,1,2,190908_180019,1422.0,6,1,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
312,L,0,0,0,1,6,190908_191010,2553.0,2,1,4,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
79,L,0,0,0,2,1,190924_231549,2461.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
564,L,0,0,0,2,2,190828_233903,2475.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1752,R,0,1,1,1,4,190518_001640,2336.0,3,3,2,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
1224,R,0,0,0,0,5,190615_001426,2524.0,1,1,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2092,L,0,0,0,1,5,190502_002834,1422.0,4,3,1,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
491,R,0,0,0,1,1,190903_230758,2427.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2287,R,0,0,0,1,5,190420_234116,2570.0,3,4,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
314,L,0,0,0,0,6,190908_190927,2527.0,2,1,4,Strategic,Standard,0,0_1,fb:0_sb:0_tb:0
2151,R,0,0,0,1,1,190501_230802,2416.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1975,R,0,0,1,2,4,190507_011237,2457.0,2,2,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
85,R,0,0,1,1,1,190924_231228,2457.0,4,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1982,L,0,0,0,1,4,190507_010932,1729.0,2,2,2,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
2637,L,0,0,0,0,2,190403_001129,1450.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1630,R,0,0,1,1,5,190523_004013,2583.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1511,R,0,1,0,0,6,190527_183910,2610.0,2,1,2,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
1606,R,0,0,0,0,6,190523_011118,2440.0,5,0,1,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
330,R,1,1,0,2,4,190908_184118,2404.0,3,1,4,Standard,Standard,0,1_1,fb:0_sb:1_tb:1
2207,R,0,0,0,0,5,190427_001212,2425.0,2,0,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2445,R,0,0,0,1,2,190414_175925,2309.0,1,2,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
852,R,0,0,0,1,8,190630_193929,2446.0,3,1,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
2454,L,0,1,0,2,1,190414_174117,2604.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
1067,L,0,1,0,0,7,190620_010659,2494.0,3,0,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
753,L,0,0,0,0,7,190706_220622,1379.0,2,0,4,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
2557,R,0,0,1,0,1,190407_172058,1574.0,4,0,0,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
25,R,0,0,0,1,5,190925_003750,2424.0,2,4,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1921,L,0,0,0,0,2,190512_014230,2312.0,3,0,0,Standard,Standard,0,2_0,fb:0_sb:0_tb:0
770,R,0,0,0,2,5,190706_213849,2432.0,4,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1404,L,0,0,0,2,6,190602_190930,2570.0,5,1,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1442,L,0,1,0,2,4,190602_183233,1502.0,4,1,2,Standard,Standard,0,2_1,fb:0_sb:1_tb:0
