,pitch_type,game_date,batter,release_speed,zone,stand,home_team,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
1181,CH,2019-06-14,605113,83.7,13.0,R,WSH,0,0,0,1,7,190615_005621,1590.0,5,2,5,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1182,FF,2019-06-14,605113,95.5,6.0,R,WSH,0,0,0,1,7,190615_005557,2593.0,4,2,5,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1183,SL,2019-06-14,605113,84.8,6.0,R,WSH,0,0,0,1,7,190615_005536,2369.0,3,2,5,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
1184,SL,2019-06-14,605113,85.3,14.0,R,WSH,0,0,0,1,7,190615_005515,2482.0,2,2,5,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1185,SL,2019-06-14,605113,85.4,14.0,R,WSH,0,0,0,1,7,190615_005459,2397.0,1,2,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1186,FF,2019-06-14,605196,94.6,2.0,R,WSH,0,0,0,0,7,190615_005414,2553.0,3,2,5,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
1187,SL,2019-06-14,605196,85.3,14.0,R,WSH,0,0,0,0,7,190615_005354,2529.0,2,2,5,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1188,SL,2019-06-14,605196,83.6,11.0,R,WSH,0,0,0,0,7,190615_005336,2427.0,1,2,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1189,CH,2019-06-14,500871,85.9,13.0,L,WSH,0,0,0,2,6,190615_003910,1648.0,3,2,3,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1190,FF,2019-06-14,500871,95.4,3.0,L,WSH,0,0,0,2,6,190615_003844,2451.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1191,CH,2019-06-14,500871,83.8,13.0,L,WSH,0,0,0,2,6,190615_003822,1538.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1192,CH,2019-06-14,430945,85.5,14.0,R,WSH,0,0,0,1,6,190615_003748,1599.0,7,2,3,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1193,SL,2019-06-14,430945,86.0,14.0,R,WSH,0,0,0,1,6,190615_003723,2309.0,6,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1194,FF,2019-06-14,430945,95.4,2.0,R,WSH,0,0,0,1,6,190615_003700,2486.0,5,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1195,FF,2019-06-14,430945,97.4,6.0,R,WSH,0,0,0,1,6,190615_003625,2608.0,4,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1196,SL,2019-06-14,430945,85.1,14.0,R,WSH,0,0,0,1,6,190615_003603,2431.0,3,2,3,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1197,SL,2019-06-14,430945,87.0,14.0,R,WSH,0,0,0,1,6,190615_003540,2505.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1198,SL,2019-06-14,430945,84.4,14.0,R,WSH,0,0,0,1,6,190615_003521,2375.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1199,FF,2019-06-14,444482,94.1,6.0,L,WSH,0,0,0,0,6,190615_003448,2528.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1200,CH,2019-06-14,444482,82.8,13.0,L,WSH,0,0,0,0,6,190615_003418,1514.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1201,CH,2019-06-14,606466,84.7,14.0,L,WSH,0,1,0,2,5,190615_002514,1664.0,4,2,3,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
1202,FF,2019-06-14,606466,95.6,8.0,L,WSH,0,0,1,2,5,190615_002432,2424.0,3,2,3,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
1203,FF,2019-06-14,606466,94.7,13.0,L,WSH,0,0,1,2,5,190615_002357,2459.0,2,2,3,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1204,CH,2019-06-14,606466,84.1,7.0,L,WSH,0,0,1,2,5,190615_002306,1705.0,1,2,3,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1205,FF,2019-06-14,502481,95.9,11.0,L,WSH,0,0,0,2,5,190615_002207,2410.0,9,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1206,FF,2019-06-14,502481,96.0,8.0,L,WSH,0,0,0,2,5,190615_002140,2307.0,8,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1207,FF,2019-06-14,502481,96.9,5.0,L,WSH,0,0,0,2,5,190615_002116,2408.0,7,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1208,CH,2019-06-14,502481,86.0,4.0,L,WSH,0,0,0,2,5,190615_002032,1742.0,6,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1209,FF,2019-06-14,502481,95.4,11.0,L,WSH,0,0,0,2,5,190615_002002,2413.0,5,2,3,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
1210,CU,2019-06-14,502481,80.7,14.0,L,WSH,0,0,0,2,5,190615_001940,2572.0,4,2,3,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1211,FC,2019-06-14,502481,91.3,12.0,L,WSH,0,0,0,2,5,190615_001918,2422.0,3,2,3,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1212,FF,2019-06-14,502481,94.5,4.0,L,WSH,0,0,0,2,5,190615_001852,2398.0,2,2,3,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1213,CH,2019-06-14,502481,83.0,11.0,L,WSH,0,0,0,2,5,190615_001836,1695.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1214,FF,2019-06-14,592662,95.8,11.0,L,WSH,0,0,0,1,5,190615_001801,2440.0,4,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1215,CH,2019-06-14,592662,84.2,14.0,L,WSH,0,0,0,1,5,190615_001740,1622.0,3,2,3,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1216,CU,2019-06-14,592662,79.8,4.0,L,WSH,0,0,0,1,5,190615_001725,,2,2,3,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1217,CU,2019-06-14,592662,77.6,11.0,L,WSH,0,0,0,1,5,190615_001709,2627.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1218,SL,2019-06-14,608348,86.1,14.0,R,WSH,0,0,0,0,5,190615_001637,2294.0,6,2,3,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1219,CH,2019-06-14,608348,84.6,14.0,R,WSH,0,0,0,0,5,190615_001616,1637.0,5,2,3,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1220,CH,2019-06-14,608348,84.8,14.0,R,WSH,0,0,0,0,5,190615_001558,1677.0,4,2,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1221,FF,2019-06-14,608348,96.5,13.0,R,WSH,0,0,0,0,5,190615_001540,2505.0,3,2,3,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1222,SL,2019-06-14,608348,84.5,9.0,R,WSH,0,0,0,0,5,190615_001519,2351.0,2,2,3,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1223,SL,2019-06-14,608348,85.2,9.0,R,WSH,0,0,0,0,5,190615_001504,2350.0,1,2,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1224,FF,2019-06-14,605113,94.8,4.0,R,WSH,0,0,0,0,5,190615_001426,2524.0,1,1,3,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1225,FF,2019-06-14,605196,96.6,12.0,R,WSH,0,0,1,2,4,190615_000626,2601.0,3,1,3,Strategic,Standard,1,0_2,fb:1_sb:0_tb:0
1226,SL,2019-06-14,605196,87.0,14.0,R,WSH,0,0,1,2,4,190615_000545,2390.0,2,1,3,Strategic,Standard,1,0_1,fb:1_sb:0_tb:0
1227,FF,2019-06-14,605196,96.2,5.0,R,WSH,0,0,1,2,4,190615_000521,2476.0,1,1,3,Strategic,Standard,1,0_0,fb:1_sb:0_tb:0
1228,FF,2019-06-14,500871,97.5,5.0,L,WSH,0,0,1,1,4,190615_000442,2581.0,5,1,3,Strategic,Standard,1,1_2,fb:1_sb:0_tb:0
1229,FF,2019-06-14,500871,96.6,9.0,L,WSH,0,0,1,1,4,190615_000402,2621.0,4,1,3,Strategic,Standard,1,1_2,fb:1_sb:0_tb:0
1230,FF,2019-06-14,500871,95.1,2.0,L,WSH,0,0,1,1,4,190615_000332,2635.0,3,1,3,Strategic,Standard,1,1_1,fb:1_sb:0_tb:0
1231,FF,2019-06-14,500871,95.2,13.0,L,WSH,0,0,1,1,4,190615_000306,2568.0,2,1,3,Strategic,Standard,1,0_1,fb:1_sb:0_tb:0
1232,FF,2019-06-14,500871,95.1,2.0,L,WSH,0,0,1,1,4,190615_000233,2668.0,1,1,3,Strategic,Standard,1,0_0,fb:1_sb:0_tb:0
1233,FF,2019-06-14,430945,94.8,4.0,R,WSH,0,0,0,1,4,190615_000156,2589.0,2,1,3,Strategic,Standard,1,0_1,fb:0_sb:0_tb:0
1234,FF,2019-06-14,430945,95.2,9.0,R,WSH,0,0,0,1,4,190615_000134,2564.0,1,1,3,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
1235,CU,2019-06-14,444482,79.6,8.0,L,WSH,0,0,0,0,4,190615_000102,2819.0,3,1,3,Strategic,Standard,1,1_1,fb:0_sb:0_tb:0
1236,CH,2019-06-14,444482,85.8,8.0,L,WSH,0,0,0,0,4,190615_000036,1601.0,2,1,3,Strategic,Standard,1,1_0,fb:0_sb:0_tb:0
1237,FF,2019-06-14,444482,93.7,13.0,L,WSH,0,0,0,0,4,190615_000022,2500.0,1,1,3,Strategic,Standard,1,0_0,fb:0_sb:0_tb:0
1238,FF,2019-06-14,606466,95.8,8.0,L,WSH,0,0,0,2,3,190614_234248,2420.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1239,CH,2019-06-14,502481,85.2,7.0,L,WSH,0,0,0,1,3,190614_234212,1607.0,6,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1240,FC,2019-06-14,502481,91.3,9.0,L,WSH,0,0,0,1,3,190614_234145,2404.0,5,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1241,FF,2019-06-14,502481,95.2,4.0,L,WSH,0,0,0,1,3,190614_234120,2585.0,4,1,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1242,FF,2019-06-14,502481,95.3,8.0,L,WSH,0,0,0,1,3,190614_234100,2504.0,3,1,0,Standard,Standard,1,2_0,fb:0_sb:0_tb:0
1243,CU,2019-06-14,502481,81.0,11.0,L,WSH,0,0,0,1,3,190614_234041,2833.0,2,1,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1244,CU,2019-06-14,502481,79.2,13.0,L,WSH,0,0,0,1,3,190614_234021,2711.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1245,FF,2019-06-14,592662,96.2,5.0,L,WSH,0,0,0,0,3,190614_233951,2565.0,3,1,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1246,CU,2019-06-14,592662,79.3,8.0,L,WSH,0,0,0,0,3,190614_233935,2755.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1247,FF,2019-06-14,592662,94.9,11.0,L,WSH,0,0,0,0,3,190614_233920,2495.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1248,FF,2019-06-14,608348,96.0,11.0,R,WSH,0,0,0,0,3,190614_233849,2645.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1249,SL,2019-06-14,608348,85.0,14.0,R,WSH,0,0,0,0,3,190614_233822,2544.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1250,FF,2019-06-14,605113,97.0,14.0,R,WSH,0,0,0,2,2,190614_232701,2446.0,4,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1251,SL,2019-06-14,605113,85.6,14.0,R,WSH,0,0,0,2,2,190614_232625,,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1252,FF,2019-06-14,605113,95.9,6.0,R,WSH,0,0,0,2,2,190614_232602,2347.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1253,SL,2019-06-14,605113,83.9,4.0,R,WSH,0,0,0,2,2,190614_232546,2348.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1254,SL,2019-06-14,605196,87.1,14.0,R,WSH,0,0,0,1,2,190614_232510,2363.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1255,FF,2019-06-14,605196,96.2,2.0,R,WSH,0,0,0,1,2,190614_232446,2506.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1256,FF,2019-06-14,605196,95.4,3.0,R,WSH,0,0,0,1,2,190614_232431,2412.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1257,CH,2019-06-14,500871,86.1,8.0,L,WSH,0,0,0,0,2,190614_232352,1875.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1258,FC,2019-06-14,500871,91.7,14.0,L,WSH,0,0,0,0,2,190614_232329,2552.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1259,FF,2019-06-14,500871,94.2,11.0,L,WSH,0,0,0,0,2,190614_232313,2473.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1260,FF,2019-06-14,500871,94.9,5.0,L,WSH,0,0,0,0,2,190614_232259,2637.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1261,SL,2019-06-14,430945,85.4,14.0,R,WSH,0,0,1,2,1,190614_231258,,4,0,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
1262,SL,2019-06-14,430945,85.0,14.0,R,WSH,0,0,1,2,1,190614_231226,2440.0,3,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
1263,SL,2019-06-14,430945,84.0,1.0,R,WSH,0,0,1,2,1,190614_231137,2422.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1264,FF,2019-06-14,430945,93.3,13.0,R,WSH,0,0,1,2,1,190614_231110,2299.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
1265,FC,2019-06-14,444482,91.0,12.0,L,WSH,0,0,0,2,1,190614_230916,2587.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1266,FF,2019-06-14,444482,95.6,13.0,L,WSH,0,0,0,2,1,190614_230901,2425.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1267,CH,2019-06-14,606466,87.4,13.0,L,WSH,0,0,0,1,1,190614_230818,1770.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
1268,FF,2019-06-14,606466,95.5,3.0,L,WSH,0,0,0,1,1,190614_230752,2503.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1269,CH,2019-06-14,606466,86.0,9.0,L,WSH,0,0,0,1,1,190614_230732,1559.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1270,FF,2019-06-14,606466,95.7,12.0,L,WSH,0,0,0,1,1,190614_230716,2536.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1271,FF,2019-06-14,606466,95.4,4.0,L,WSH,0,0,0,1,1,190614_230655,2587.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1272,FF,2019-06-14,502481,95.7,11.0,L,WSH,0,0,0,0,1,190614_230625,2618.0,4,0,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1273,FF,2019-06-14,502481,95.9,8.0,L,WSH,0,0,0,0,1,190614_230606,2656.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
1274,FF,2019-06-14,502481,94.0,13.0,L,WSH,0,0,0,0,1,190614_230549,2560.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
1275,FF,2019-06-14,502481,93.9,11.0,L,WSH,0,0,0,0,1,190614_230535,2550.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1276,CU,2019-06-08,594824,78.4,8.0,L,SD,0,0,0,2,7,190609_041103,2715.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1277,FC,2019-06-08,594824,89.4,1.0,L,SD,0,0,0,2,7,190609_041035,2338.0,2,0,4,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1278,FF,2019-06-08,594824,94.3,11.0,L,SD,0,0,0,2,7,190609_041019,2434.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1279,FF,2019-06-08,622534,96.1,1.0,R,SD,0,0,0,1,7,190609_040947,2433.0,6,0,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1280,FF,2019-06-08,622534,94.6,7.0,R,SD,0,0,0,1,7,190609_040922,2338.0,5,0,4,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1281,SL,2019-06-08,622534,84.4,8.0,R,SD,0,0,0,1,7,190609_040903,2396.0,4,0,4,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1282,CU,2019-06-08,622534,78.7,13.0,R,SD,0,0,0,1,7,190609_040845,2598.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1283,FF,2019-06-08,622534,94.6,14.0,R,SD,0,0,0,1,7,190609_040827,2417.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1284,SL,2019-06-08,622534,83.4,8.0,R,SD,0,0,0,1,7,190609_040808,2286.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1285,CU,2019-06-08,664119,79.3,13.0,L,SD,0,0,0,0,7,190609_040726,2718.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1286,FF,2019-06-08,664119,93.6,5.0,L,SD,0,0,0,0,7,190609_040708,2518.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1287,SL,2019-06-08,435079,86.1,8.0,R,SD,0,0,1,2,6,190609_035355,2264.0,4,0,4,Standard,Standard,0,2_1,fb:1_sb:0_tb:0
1288,CH,2019-06-08,435079,82.5,13.0,R,SD,0,0,1,2,6,190609_035327,1349.0,3,0,4,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1289,FF,2019-06-08,435079,95.7,5.0,R,SD,0,0,1,2,6,190609_035303,2479.0,2,0,4,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
1290,SL,2019-06-08,435079,84.5,14.0,R,SD,0,0,1,2,6,190609_035236,2386.0,1,0,4,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1291,CH,2019-06-08,647304,83.5,13.0,L,SD,0,0,0,2,6,190609_035148,1549.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1292,CU,2019-06-08,647304,78.5,8.0,L,SD,0,0,0,2,6,190609_035131,2585.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1293,FF,2019-06-08,614177,96.1,11.0,R,SD,0,0,0,1,6,190609_035100,2516.0,4,0,4,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1294,FF,2019-06-08,614177,95.7,4.0,R,SD,0,0,0,1,6,190609_035033,2320.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1295,FF,2019-06-08,614177,96.0,14.0,R,SD,0,0,0,1,6,190609_035016,2451.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1296,FF,2019-06-08,614177,95.1,6.0,R,SD,0,0,0,1,6,190609_035001,2325.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1297,CH,2019-06-08,543333,85.4,13.0,L,SD,0,0,0,0,6,190609_034921,1566.0,4,0,4,Standard,Strategic,0,1_2,fb:0_sb:0_tb:0
1298,FC,2019-06-08,543333,89.0,6.0,L,SD,0,0,0,0,6,190609_034832,2373.0,3,0,4,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1299,CU,2019-06-08,543333,78.5,14.0,L,SD,0,0,0,0,6,190609_034805,2695.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1300,CU,2019-06-08,543333,78.7,13.0,L,SD,0,0,0,0,6,190609_034747,2701.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1301,FF,2019-06-08,592518,95.2,5.0,R,SD,0,0,1,2,5,190609_033951,2499.0,3,0,4,Standard,Standard,0,0_2,fb:1_sb:0_tb:0
1302,FF,2019-06-08,592518,93.5,9.0,R,SD,0,0,1,2,5,190609_033922,2387.0,2,0,4,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1303,SL,2019-06-08,592518,83.3,6.0,R,SD,0,0,1,2,5,190609_033859,2385.0,1,0,4,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1304,CU,2019-06-08,571976,76.5,7.0,R,SD,0,0,1,1,5,190609_033816,2546.0,7,0,4,Standard,Standard,0,3_2,fb:1_sb:0_tb:0
1305,FF,2019-06-08,571976,95.4,13.0,R,SD,0,0,1,1,5,190609_033751,2506.0,6,0,4,Standard,Standard,0,3_2,fb:1_sb:0_tb:0
1306,SL,2019-06-08,571976,84.8,14.0,R,SD,0,0,1,1,5,190609_033719,2433.0,5,0,4,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
1307,SL,2019-06-08,571976,84.9,14.0,R,SD,0,0,1,1,5,190609_033653,2496.0,4,0,4,Standard,Standard,0,1_2,fb:1_sb:0_tb:0
1308,CH,2019-06-08,571976,83.2,8.0,R,SD,0,0,1,1,5,190609_033624,1520.0,3,0,4,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1309,FF,2019-06-08,571976,92.7,14.0,R,SD,0,0,1,1,5,190609_033559,2572.0,2,0,4,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
1310,FF,2019-06-08,571976,91.1,14.0,R,SD,0,0,1,1,5,190609_033540,2453.0,1,0,4,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1311,FC,2019-06-08,594824,89.5,2.0,L,SD,0,0,0,1,5,190609_033506,2593.0,2,0,4,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1312,FF,2019-06-08,594824,92.6,11.0,L,SD,0,0,0,1,5,190609_033443,2540.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1313,FF,2019-06-08,641778,92.4,3.0,R,SD,0,0,0,0,5,190609_033408,2540.0,3,0,4,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1314,SL,2019-06-08,641778,83.4,4.0,R,SD,0,0,0,0,5,190609_033353,2490.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1315,FF,2019-06-08,641778,92.1,4.0,R,SD,0,0,0,0,5,190609_033340,2532.0,1,0,4,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1316,FF,2019-06-08,664119,93.8,9.0,L,SD,0,1,0,2,4,190609_032152,2389.0,3,0,3,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
1317,FF,2019-06-08,664119,93.6,8.0,L,SD,0,1,0,2,4,190609_032126,2440.0,2,0,3,Standard,Standard,0,1_0,fb:0_sb:1_tb:0
1318,CU,2019-06-08,664119,74.9,13.0,L,SD,0,1,0,2,4,190609_032107,2434.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1319,FF,2019-06-08,435079,94.4,6.0,R,SD,0,0,0,2,4,190609_032004,2376.0,7,0,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1320,SL,2019-06-08,435079,82.6,4.0,R,SD,0,0,0,2,4,190609_031934,,6,0,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1321,FF,2019-06-08,435079,96.1,13.0,R,SD,0,0,0,2,4,190609_031900,2410.0,5,0,3,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
1322,SL,2019-06-08,435079,83.4,3.0,R,SD,0,0,0,2,4,190609_031839,2376.0,4,0,3,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
1323,CH,2019-06-08,435079,82.1,14.0,R,SD,0,0,0,2,4,190609_031821,1435.0,3,0,3,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1324,SL,2019-06-08,435079,83.0,14.0,R,SD,0,0,0,2,4,190609_031805,2386.0,2,0,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1325,FF,2019-06-08,435079,92.6,9.0,R,SD,0,0,0,2,4,190609_031751,2231.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1326,FF,2019-06-08,647304,93.1,1.0,L,SD,0,0,0,1,4,190609_031714,2484.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1327,SL,2019-06-08,614177,84.7,9.0,R,SD,0,0,0,0,4,190609_031629,2391.0,2,0,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1328,FF,2019-06-08,614177,92.9,8.0,R,SD,0,0,0,0,4,190609_031609,2502.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1329,FF,2019-06-08,543333,92.9,6.0,L,SD,0,0,1,2,3,190609_030421,2366.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:0_tb:0
1330,FC,2019-06-08,543333,89.1,14.0,L,SD,0,0,1,2,3,190609_030313,2370.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
1331,CH,2019-06-08,592518,83.8,13.0,R,SD,0,0,0,2,3,190609_030214,1378.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1332,CU,2019-06-08,592518,78.0,14.0,R,SD,0,0,0,2,3,190609_030153,2616.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1333,SL,2019-06-08,592518,84.3,9.0,R,SD,0,0,0,2,3,190609_030131,2352.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1334,FF,2019-06-08,592518,93.7,3.0,R,SD,0,0,0,2,3,190609_030112,2445.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1335,FF,2019-06-08,571976,97.0,5.0,R,SD,0,0,0,1,3,190609_030028,2527.0,4,0,1,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1336,CH,2019-06-08,571976,85.1,14.0,R,SD,0,0,0,1,3,190609_030008,1450.0,3,0,1,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
1337,SL,2019-06-08,571976,84.9,14.0,R,SD,0,0,0,1,3,190609_025947,2458.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1338,CU,2019-06-08,571976,80.0,9.0,R,SD,0,0,0,1,3,190609_025933,2850.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1339,FF,2019-06-08,594824,95.1,4.0,L,SD,0,0,0,0,3,190609_025856,2497.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1340,CU,2019-06-08,594824,80.3,5.0,L,SD,0,0,0,0,3,190609_025839,2687.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1341,SL,2019-06-08,641778,85.5,8.0,R,SD,1,1,1,2,2,190609_025033,2286.0,4,0,1,Standard,Standard,0,1_2,fb:1_sb:1_tb:1
1342,SL,2019-06-08,641778,86.7,8.0,R,SD,1,1,1,2,2,190609_025008,2295.0,3,0,1,Standard,Standard,0,1_1,fb:1_sb:1_tb:1
