,pitch_type,game_date,batter,release_speed,zone,stand,home_team,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
508,FC,2019-08-28,642082,88.0,9.0,L,WSH,0,0,0,0,5,190829_003039,2451.0,6,1,5,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
509,FF,2019-08-28,642082,94.3,11.0,L,WSH,0,0,0,0,5,190829_003017,2503.0,5,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
510,FF,2019-08-28,642082,94.1,3.0,L,WSH,0,0,0,0,5,190829_002955,2441.0,4,1,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
511,FF,2019-08-28,642082,93.5,1.0,L,WSH,0,0,0,0,5,190829_002929,2444.0,3,1,5,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
512,FF,2019-08-28,642082,93.5,12.0,L,WSH,0,0,0,0,5,190829_002912,2444.0,2,1,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
513,CU,2019-08-28,642082,78.9,14.0,L,WSH,0,0,0,0,5,190829_002854,2644.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
514,FF,2019-08-28,448801,94.1,13.0,L,WSH,0,0,0,2,4,190829_001935,2421.0,5,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
515,FC,2019-08-28,448801,90.3,14.0,L,WSH,0,0,0,2,4,190829_001857,2347.0,4,1,5,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
516,FF,2019-08-28,448801,94.4,6.0,L,WSH,0,0,0,2,4,190829_001836,2425.0,3,1,5,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
517,CH,2019-08-28,448801,83.9,13.0,L,WSH,0,0,0,2,4,190829_001814,1500.0,2,1,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
518,FF,2019-08-28,448801,91.9,11.0,L,WSH,0,0,0,2,4,190829_001758,2307.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
519,FC,2019-08-28,547004,90.9,14.0,L,WSH,0,0,0,1,4,190829_001722,2464.0,7,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
520,FC,2019-08-28,547004,89.9,14.0,L,WSH,0,0,0,1,4,190829_001651,2337.0,6,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
521,FF,2019-08-28,547004,96.3,11.0,L,WSH,0,0,0,1,4,190829_001623,2495.0,5,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
522,FF,2019-08-28,547004,95.1,2.0,L,WSH,0,0,0,1,4,190829_001603,2472.0,4,1,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
523,CH,2019-08-28,547004,84.9,14.0,L,WSH,0,0,0,1,4,190829_001532,1463.0,3,1,5,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
524,CH,2019-08-28,547004,84.4,13.0,L,WSH,0,0,0,1,4,190829_001514,1577.0,2,1,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
525,FF,2019-08-28,547004,94.7,13.0,L,WSH,0,0,0,1,4,190829_001500,2411.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
526,CU,2019-08-28,607054,80.4,8.0,L,WSH,0,0,0,0,4,190829_001429,2758.0,6,1,5,Infield shift,Standard,1,3_2,fb:0_sb:0_tb:0
527,CU,2019-08-28,607054,80.1,14.0,L,WSH,0,0,0,0,4,190829_001402,2815.0,5,1,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
528,FC,2019-08-28,607054,88.1,14.0,L,WSH,0,0,0,0,4,190829_001341,2367.0,4,1,5,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
529,FC,2019-08-28,607054,89.2,14.0,L,WSH,0,0,0,0,4,190829_001325,2511.0,3,1,5,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
530,FF,2019-08-28,607054,93.9,2.0,L,WSH,0,0,0,0,4,190829_001250,2504.0,2,1,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
531,CU,2019-08-28,607054,79.7,4.0,L,WSH,0,0,0,0,4,190829_001236,2849.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
532,FC,2019-08-28,621466,89.5,9.0,L,WSH,0,1,1,2,3,190829_000251,2368.0,4,1,5,Standard,Standard,1,1_2,fb:1_sb:1_tb:0
533,CH,2019-08-28,621466,83.7,13.0,L,WSH,0,1,1,2,3,190829_000226,1553.0,3,1,5,Standard,Standard,1,0_2,fb:1_sb:1_tb:0
534,FF,2019-08-28,621466,95.6,11.0,L,WSH,0,1,1,2,3,190829_000150,2449.0,2,1,5,Standard,Standard,1,0_1,fb:1_sb:1_tb:0
535,CU,2019-08-28,621466,79.5,12.0,L,WSH,0,1,1,2,3,190829_000130,2559.0,1,1,5,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
536,FF,2019-08-28,641820,95.0,14.0,R,WSH,0,1,0,2,3,190829_000050,2432.0,4,1,5,Standard,Standard,1,3_0,fb:0_sb:1_tb:0
537,SL,2019-08-28,641820,86.0,14.0,R,WSH,0,1,0,2,3,190829_000026,2416.0,3,1,5,Standard,Standard,1,2_0,fb:0_sb:1_tb:0
538,FF,2019-08-28,641820,94.6,14.0,R,WSH,0,1,0,2,3,190829_000003,2360.0,2,1,5,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
539,FF,2019-08-28,641820,94.9,14.0,R,WSH,0,1,0,2,3,190828_235942,2334.0,1,1,5,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
540,CH,2019-08-28,623993,84.1,13.0,L,WSH,0,1,0,2,3,190828_235903,1611.0,5,0,5,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
541,FF,2019-08-28,623993,95.6,11.0,L,WSH,0,0,1,2,3,190828_235816,2494.0,4,0,5,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
542,FF,2019-08-28,623993,94.9,11.0,L,WSH,0,0,1,2,3,190828_235730,2480.0,3,0,5,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
543,CH,2019-08-28,623993,83.0,4.0,L,WSH,0,0,1,2,3,190828_235704,3205.0,2,0,5,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
544,FF,2019-08-28,623993,94.6,8.0,L,WSH,0,0,1,2,3,190828_235643,2501.0,1,0,5,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
545,FC,2019-08-28,542340,89.2,9.0,L,WSH,0,0,0,2,3,190828_235609,2439.0,5,0,5,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
546,FF,2019-08-28,542340,95.6,11.0,L,WSH,0,0,0,2,3,190828_235538,2440.0,4,0,5,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
547,FF,2019-08-28,542340,95.2,13.0,L,WSH,0,0,0,2,3,190828_235514,2400.0,3,0,5,Standard,Strategic,1,0_2,fb:0_sb:0_tb:0
548,FF,2019-08-28,542340,94.5,5.0,L,WSH,0,0,0,2,3,190828_235450,2386.0,2,0,5,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
549,CH,2019-08-28,542340,82.1,1.0,L,WSH,0,0,0,2,3,190828_235433,1526.0,1,0,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
550,FF,2019-08-28,592879,95.7,8.0,R,WSH,0,0,0,1,3,190828_235356,2442.0,6,0,5,Standard,Strategic,1,2_2,fb:0_sb:0_tb:0
551,SL,2019-08-28,592879,86.8,4.0,R,WSH,0,0,0,1,3,190828_235331,2483.0,5,0,5,Strategic,Strategic,1,2_2,fb:0_sb:0_tb:0
552,FF,2019-08-28,592879,93.7,14.0,R,WSH,0,0,0,1,3,190828_235312,2451.0,4,0,5,Strategic,Strategic,1,1_2,fb:0_sb:0_tb:0
553,FF,2019-08-28,592879,94.8,12.0,R,WSH,0,0,0,1,3,190828_235254,2530.0,3,0,5,Strategic,Strategic,1,0_2,fb:0_sb:0_tb:0
554,SL,2019-08-28,592879,83.9,7.0,R,WSH,0,0,0,1,3,190828_235240,2519.0,2,0,5,Standard,Strategic,1,0_1,fb:0_sb:0_tb:0
555,FF,2019-08-28,592879,91.8,6.0,R,WSH,0,0,0,1,3,190828_235227,2415.0,1,0,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
556,FF,2019-08-28,642082,93.8,6.0,L,WSH,0,0,0,0,3,190828_235155,2572.0,2,0,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
557,FF,2019-08-28,642082,93.7,12.0,L,WSH,0,0,0,0,3,190828_235141,2539.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
558,FF,2019-08-28,448801,96.2,2.0,L,WSH,0,0,0,2,2,190828_234112,2345.0,7,0,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
559,CH,2019-08-28,448801,85.4,8.0,L,WSH,0,0,0,2,2,190828_234047,1793.0,6,0,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
560,CH,2019-08-28,448801,85.0,4.0,L,WSH,0,0,0,2,2,190828_234024,1877.0,5,0,5,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
561,FF,2019-08-28,448801,94.4,14.0,L,WSH,0,0,0,2,2,190828_233952,2431.0,4,0,5,Infield shift,Standard,1,2_1,fb:0_sb:0_tb:0
562,CU,2019-08-28,448801,81.2,5.0,L,WSH,0,0,0,2,2,190828_233935,2683.0,3,0,5,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
563,FF,2019-08-28,448801,93.7,14.0,L,WSH,0,0,0,2,2,190828_233918,2479.0,2,0,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
564,FF,2019-08-28,448801,94.6,14.0,L,WSH,0,0,0,2,2,190828_233903,2475.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
565,FF,2019-08-28,547004,95.5,7.0,L,WSH,0,0,0,1,2,190828_233826,2484.0,4,0,5,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
566,CH,2019-08-28,547004,82.2,14.0,L,WSH,0,0,0,1,2,190828_233802,1456.0,3,0,5,Infield shift,Standard,1,0_2,fb:0_sb:0_tb:0
567,FF,2019-08-28,547004,91.9,7.0,L,WSH,0,0,0,1,2,190828_233744,1160.0,2,0,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
568,CU,2019-08-28,547004,78.6,7.0,L,WSH,0,0,0,1,2,190828_233728,2789.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
569,CU,2019-08-28,607054,80.3,5.0,L,WSH,0,0,0,0,2,190828_233645,2745.0,3,0,5,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
570,CU,2019-08-28,607054,79.0,14.0,L,WSH,0,0,0,0,2,190828_233623,2855.0,2,0,5,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
571,FF,2019-08-28,607054,91.7,9.0,L,WSH,0,0,0,0,2,190828_233608,2366.0,1,0,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
572,FF,2019-08-28,621466,95.8,3.0,L,WSH,0,0,1,2,1,190828_231208,2324.0,6,0,0,Infield shift,Standard,1,3_2,fb:1_sb:0_tb:0
573,CH,2019-08-28,621466,83.3,13.0,L,WSH,0,0,1,2,1,190828_231139,1712.0,5,0,0,Infield shift,Standard,1,2_2,fb:1_sb:0_tb:0
574,CH,2019-08-28,621466,84.2,14.0,L,WSH,0,0,1,2,1,190828_231113,3343.0,4,0,0,Infield shift,Standard,1,1_2,fb:1_sb:0_tb:0
575,FF,2019-08-28,621466,94.1,5.0,L,WSH,0,0,1,2,1,190828_231052,2474.0,3,0,0,Infield shift,Standard,1,1_1,fb:1_sb:0_tb:0
576,CU,2019-08-28,621466,79.3,14.0,L,WSH,0,0,1,2,1,190828_231025,2870.0,2,0,0,Infield shift,Standard,1,0_1,fb:1_sb:0_tb:0
577,FF,2019-08-28,621466,93.8,4.0,L,WSH,0,0,1,2,1,190828_231004,2352.0,1,0,0,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:0
578,SL,2019-08-28,641820,84.8,5.0,R,WSH,0,0,0,2,1,190828_230926,2351.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
579,CH,2019-08-28,623993,83.1,13.0,L,WSH,0,0,0,1,1,190828_230839,1683.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
580,FF,2019-08-28,623993,93.1,4.0,L,WSH,0,0,0,1,1,190828_230812,2379.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
581,FF,2019-08-28,623993,92.1,7.0,L,WSH,0,0,0,1,1,190828_230756,2390.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
582,CH,2019-08-28,542340,83.7,13.0,L,WSH,0,0,0,0,1,190828_230724,1880.0,4,0,0,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
583,FC,2019-08-28,542340,89.5,3.0,L,WSH,0,0,0,0,1,190828_230631,2642.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
584,FF,2019-08-28,542340,93.8,9.0,L,WSH,0,0,0,0,1,190828_230612,2665.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
585,FF,2019-08-28,542340,93.2,14.0,L,WSH,0,0,0,0,1,190828_230554,2607.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
586,CH,2019-08-22,553869,83.1,13.0,R,PIT,0,0,0,2,4,190823_004139,1521.0,7,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
587,SL,2019-08-22,553869,85.5,1.0,R,PIT,0,0,0,2,4,190823_004112,2363.0,6,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
588,FF,2019-08-22,553869,95.0,5.0,R,PIT,0,0,0,2,4,190823_004042,2426.0,5,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
589,FF,2019-08-22,553869,94.2,11.0,R,PIT,0,0,0,2,4,190823_004021,2478.0,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
590,SL,2019-08-22,553869,86.0,2.0,R,PIT,0,0,0,2,4,190823_003955,2342.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
591,SL,2019-08-22,553869,86.1,14.0,R,PIT,0,0,0,2,4,190823_003932,2503.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
592,SL,2019-08-22,553869,86.1,6.0,R,PIT,0,0,0,2,4,190823_003911,2464.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
593,SL,2019-08-22,621028,85.7,9.0,R,PIT,0,0,0,1,4,190823_003835,2414.0,3,1,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
594,CU,2019-08-22,621028,79.2,13.0,R,PIT,0,0,0,1,4,190823_003812,2715.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
595,FF,2019-08-22,621028,92.7,6.0,R,PIT,0,0,0,1,4,190823_003754,2393.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
596,FF,2019-08-22,466320,91.7,5.0,L,PIT,0,0,0,0,4,190823_003714,2485.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
597,FF,2019-08-22,592567,94.7,7.0,L,PIT,1,0,1,2,3,190823_002528,2346.0,7,1,2,Standard,Standard,0,3_2,fb:1_sb:0_tb:1
598,FF,2019-08-22,592567,94.8,2.0,L,PIT,1,0,1,2,3,190823_002456,2428.0,6,1,2,Standard,Standard,0,3_2,fb:1_sb:0_tb:1
599,CU,2019-08-22,592567,80.0,14.0,L,PIT,1,0,1,2,3,190823_002423,2607.0,5,1,2,Standard,Standard,0,3_1,fb:1_sb:0_tb:1
600,FF,2019-08-22,592567,94.6,11.0,L,PIT,1,0,1,2,3,190823_002352,2447.0,4,1,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:1
601,FF,2019-08-22,592567,95.4,11.0,L,PIT,1,0,1,2,3,190823_002323,2490.0,3,1,2,Standard,Standard,0,1_1,fb:1_sb:0_tb:1
602,FF,2019-08-22,592567,93.8,2.0,L,PIT,1,0,1,2,3,190823_002252,2311.0,2,1,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:1
603,FF,2019-08-22,592567,94.3,11.0,L,PIT,1,0,1,2,3,190823_002225,2411.0,1,1,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:1
604,FF,2019-08-22,605137,95.1,11.0,L,PIT,1,0,0,2,3,190823_002144,2434.0,7,1,2,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:1
605,FC,2019-08-22,605137,88.6,9.0,L,PIT,1,0,0,2,3,190823_002114,2323.0,6,1,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:1
606,FF,2019-08-22,605137,95.4,1.0,L,PIT,1,0,0,2,3,190823_002046,2483.0,5,1,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:1
607,FF,2019-08-22,605137,94.8,8.0,L,PIT,1,0,0,2,3,190823_002021,2513.0,4,1,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:1
608,FF,2019-08-22,605137,94.8,12.0,L,PIT,0,1,0,2,3,190823_001958,2533.0,3,1,2,Infield shift,Standard,0,1_1,fb:0_sb:1_tb:0
609,CH,2019-08-22,605137,85.7,13.0,L,PIT,0,1,0,2,3,190823_001934,1500.0,2,1,2,Infield shift,Standard,0,1_0,fb:0_sb:1_tb:0
610,CH,2019-08-22,605137,83.7,13.0,L,PIT,0,0,1,2,3,190823_001903,1419.0,1,1,2,Infield shift,Standard,0,0_0,fb:1_sb:0_tb:0
611,SL,2019-08-22,516782,86.0,4.0,R,PIT,0,0,0,2,3,190823_001757,2302.0,5,1,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
612,CH,2019-08-22,516782,83.5,14.0,R,PIT,0,0,0,2,3,190823_001734,1607.0,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
613,SL,2019-08-22,516782,87.5,14.0,R,PIT,0,0,0,2,3,190823_001714,2402.0,3,1,2,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
614,SL,2019-08-22,516782,86.2,9.0,R,PIT,0,0,0,2,3,190823_001658,2441.0,2,1,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
615,FF,2019-08-22,516782,94.1,8.0,R,PIT,0,0,0,2,3,190823_001647,2485.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
616,CH,2019-08-22,668804,84.7,1.0,L,PIT,0,0,0,1,3,190823_001613,1576.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
617,FF,2019-08-22,624428,93.5,6.0,L,PIT,0,0,0,1,3,190823_001529,2497.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
618,CU,2019-08-22,624428,79.8,4.0,L,PIT,0,0,0,1,3,190823_001503,2784.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
619,FF,2019-08-22,643230,93.0,12.0,L,PIT,0,0,0,0,3,190823_001430,2479.0,3,0,2,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
620,CU,2019-08-22,643230,80.3,13.0,L,PIT,0,0,0,0,3,190823_001413,2965.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
621,FF,2019-08-22,643230,91.7,2.0,L,PIT,0,0,0,0,3,190823_001356,2555.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
622,SL,2019-08-22,553869,87.2,5.0,R,PIT,1,0,1,2,2,190823_000126,2312.0,5,0,2,Standard,Standard,0,2_2,fb:1_sb:0_tb:1
623,SL,2019-08-22,553869,86.3,14.0,R,PIT,1,0,1,2,2,190823_000100,2261.0,4,0,2,Standard,Standard,0,1_2,fb:1_sb:0_tb:1
624,FF,2019-08-22,553869,96.1,2.0,R,PIT,1,0,1,2,2,190823_000029,2416.0,3,0,2,Standard,Standard,0,1_1,fb:1_sb:0_tb:1
625,FF,2019-08-22,553869,95.6,2.0,R,PIT,1,0,1,2,2,190822_235959,2406.0,2,0,2,Standard,Standard,0,1_0,fb:1_sb:0_tb:1
626,SL,2019-08-22,553869,86.9,14.0,R,PIT,1,0,1,2,2,190822_235932,,1,0,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:1
627,SL,2019-08-22,621028,86.5,14.0,R,PIT,1,0,1,1,2,190822_235847,2283.0,4,0,2,Standard,Standard,0,1_2,fb:1_sb:0_tb:1
628,SL,2019-08-22,621028,87.2,13.0,R,PIT,1,0,1,1,2,190822_235810,2347.0,3,0,2,Standard,Standard,0,0_2,fb:1_sb:0_tb:1
629,FF,2019-08-22,621028,94.8,2.0,R,PIT,1,0,1,1,2,190822_235746,2375.0,2,0,2,Standard,Standard,0,0_1,fb:1_sb:0_tb:1
630,SL,2019-08-22,621028,86.8,14.0,R,PIT,1,0,1,1,2,190822_235723,2287.0,1,0,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:1
631,CH,2019-08-22,466320,84.2,8.0,L,PIT,0,1,0,1,2,190822_235640,1529.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
632,FF,2019-08-22,466320,93.8,3.0,L,PIT,0,1,0,1,2,190822_235609,2290.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
633,FC,2019-08-22,592567,91.3,6.0,L,PIT,0,0,0,1,2,190822_235516,2336.0,4,0,2,Infield shift,Standard,0,2_1,fb:0_sb:0_tb:0
634,CH,2019-08-22,592567,84.6,13.0,L,PIT,0,0,0,1,2,190822_235449,1730.0,3,0,2,Infield shift,Standard,0,1_1,fb:0_sb:0_tb:0
635,FF,2019-08-22,592567,94.2,12.0,L,PIT,0,0,0,1,2,190822_235430,2471.0,2,0,2,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
636,FF,2019-08-22,592567,94.1,3.0,L,PIT,0,0,0,1,2,190822_235411,2505.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
637,FF,2019-08-22,605137,93.6,2.0,L,PIT,0,0,0,0,2,190822_235328,2451.0,1,0,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
638,FF,2019-08-22,516782,96.1,8.0,R,PIT,0,0,0,2,1,190822_233551,2489.0,7,0,2,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
639,FF,2019-08-22,516782,96.3,14.0,R,PIT,0,0,0,2,1,190822_233528,2492.0,6,0,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
640,SL,2019-08-22,516782,87.1,14.0,R,PIT,0,0,0,2,1,190822_233502,2406.0,5,0,2,Strategic,Standard,0,2_2,fb:0_sb:0_tb:0
641,SL,2019-08-22,516782,87.2,7.0,R,PIT,0,0,0,2,1,190822_233441,2338.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
642,FF,2019-08-22,516782,95.1,12.0,R,PIT,0,0,0,2,1,190822_233422,2440.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
643,FF,2019-08-22,516782,93.9,13.0,R,PIT,0,0,0,2,1,190822_233406,2350.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
644,SL,2019-08-22,516782,86.0,5.0,R,PIT,0,0,0,2,1,190822_233352,2306.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
645,FF,2019-08-22,668804,96.0,1.0,L,PIT,0,0,0,1,1,190822_233318,2448.0,6,0,2,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
646,FF,2019-08-22,668804,95.2,2.0,L,PIT,0,0,0,1,1,190822_233246,2453.0,5,0,2,Standard,Standard,0,3_1,fb:0_sb:0_tb:0
647,FC,2019-08-22,668804,90.7,12.0,L,PIT,0,0,0,1,1,190822_233226,2325.0,4,0,2,Standard,Standard,0,2_1,fb:0_sb:0_tb:0
648,CH,2019-08-22,668804,84.8,13.0,L,PIT,0,0,0,1,1,190822_233206,1525.0,3,0,2,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
649,CH,2019-08-22,668804,85.4,13.0,L,PIT,0,0,0,1,1,190822_233150,1806.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
650,FF,2019-08-22,668804,95.1,2.0,L,PIT,0,0,0,1,1,190822_233133,2524.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
651,FC,2019-08-22,624428,89.7,9.0,L,PIT,0,0,0,0,1,190822_233057,2578.0,6,0,2,Standard,Strategic,0,1_2,fb:0_sb:0_tb:0
652,FF,2019-08-22,624428,95.5,11.0,L,PIT,0,0,0,0,1,190822_233026,2496.0,5,0,2,Standard,Strategic,0,1_2,fb:0_sb:0_tb:0
653,FC,2019-08-22,624428,89.4,6.0,L,PIT,0,0,0,0,1,190822_233005,2549.0,4,0,2,Standard,Strategic,0,1_2,fb:0_sb:0_tb:0
654,CH,2019-08-22,624428,84.0,7.0,L,PIT,0,0,0,0,1,190822_232941,1609.0,3,0,2,Standard,Strategic,0,1_1,fb:0_sb:0_tb:0
655,FF,2019-08-22,624428,94.8,14.0,L,PIT,0,0,0,0,1,190822_232924,2467.0,2,0,2,Standard,Strategic,0,0_1,fb:0_sb:0_tb:0
656,FF,2019-08-22,624428,95.3,1.0,L,PIT,0,0,0,0,1,190822_232910,2557.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
657,CU,2019-07-25,621311,77.5,11.0,L,WSH,0,0,1,2,5,190725_214043,2673.0,1,3,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
658,SL,2019-07-25,596115,85.0,14.0,R,WSH,0,0,1,1,5,190725_213952,2196.0,7,3,0,Standard,Standard,1,3_2,fb:1_sb:0_tb:0
659,FF,2019-07-25,596115,95.4,5.0,R,WSH,0,0,1,1,5,190725_213909,2529.0,6,3,0,Standard,Standard,1,3_2,fb:1_sb:0_tb:0
660,SL,2019-07-25,596115,86.0,14.0,R,WSH,0,0,1,1,5,190725_213811,2475.0,5,3,0,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
661,SL,2019-07-25,596115,84.5,4.0,R,WSH,0,0,1,1,5,190725_213741,2188.0,4,3,0,Standard,Standard,1,2_1,fb:1_sb:0_tb:0
662,SL,2019-07-25,596115,84.9,2.0,R,WSH,0,0,1,1,5,190725_213710,2281.0,3,3,0,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
663,FF,2019-07-25,596115,93.5,14.0,R,WSH,0,0,1,1,5,190725_213618,2427.0,2,3,0,Standard,Standard,1,1_0,fb:1_sb:0_tb:0
664,FF,2019-07-25,596115,94.3,12.0,R,WSH,0,0,1,1,5,190725_213553,2508.0,1,3,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
665,FF,2019-07-25,453568,94.7,12.0,L,WSH,0,0,0,1,5,190725_213514,2471.0,5,3,0,Infield shift,Standard,1,3_1,fb:0_sb:0_tb:0
666,FF,2019-07-25,453568,93.1,4.0,L,WSH,0,0,0,1,5,190725_213451,2395.0,4,3,0,Infield shift,Standard,1,3_0,fb:0_sb:0_tb:0
667,CU,2019-07-25,453568,77.9,14.0,L,WSH,0,0,0,1,5,190725_213427,2791.0,3,3,0,Infield shift,Standard,1,2_0,fb:0_sb:0_tb:0
668,FF,2019-07-25,453568,94.0,11.0,L,WSH,0,0,0,1,5,190725_213410,2437.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
