Pitch,MPH,EV (MPH),Pitcher,Batter,Dist,Spin Rate,LA (°),Zone,Date,Count,Inning,Pitch Result,PA Result
CH,83.1,99.9,Max Scherzer,Miguel Rojas,390,1576,31.4,8,2019-05-27,1-2,Top 4,hit_into_play,"Miguel Rojas flies into a double play, center fielder Gerardo Parra to shortstop Trea Turner. Jorge Alfaro out at 2nd."
FC,89.4,,Max Scherzer,Miguel Rojas,,2470,,14,2019-05-27,1-2,Top 4,foul,
CU,77.0,61.3,Max Scherzer,Miguel Rojas,144,2825,29.2,5,2019-05-27,1-1,Top 4,foul,
FF,93.5,,Max Scherzer,Miguel Rojas,,2475,,9,2019-05-27,1-0,Top 4,called_strike,
SL,84.7,,Max Scherzer,Miguel Rojas,,2382,,11,2019-05-27,0-0,Top 4,ball,
SL,85.6,109.3,Max Scherzer,Jorge Alfaro,68,2432,2.0,5,2019-05-27,0-0,Top 4,hit_into_play_no_out,Jorge Alfaro singles on a ground ball to center fielder Gerardo Parra.
SL,83.8,73.8,Max Scherzer,Martin Prado,4,2264,-38.4,1,2019-05-27,1-1,Top 4,hit_into_play,"Martin Prado grounds out, shortstop Trea Turner to first baseman Matt Adams."
FF,94.0,,Max Scherzer,Martin Prado,,2477,,14,2019-05-27,0-1,Top 4,ball,
FF,92.2,68.8,Max Scherzer,Martin Prado,189,2466,32.6,9,2019-05-27,0-0,Top 4,foul,
SL,84.3,93.1,Max Scherzer,Starlin Castro,345,2174,24.0,6,2019-05-27,0-0,Top 3,hit_into_play,Starlin Castro flies out to left fielder Juan Soto.
CH,83.4,90.7,Max Scherzer,Neil Walker,29,1746,-1.8,13,2019-05-27,0-2,Top 3,hit_into_play_score,Neil Walker singles on a ground ball to right fielder Adam Eaton. Garrett Cooper scores.
FF,93.8,,Max Scherzer,Neil Walker,,2444,,6,2019-05-27,0-1,Top 3,foul,
FC,90.3,,Max Scherzer,Neil Walker,,2299,,12,2019-05-27,0-0,Top 3,swinging_strike,
FF,96.0,99.5,Max Scherzer,Garrett Cooper,305,2477,18.2,2,2019-05-27,1-2,Top 3,hit_into_play_no_out,Garrett Cooper doubles (1) on a line drive to right fielder Adam Eaton.
FF,95.6,,Max Scherzer,Garrett Cooper,,2402,,12,2019-05-27,0-2,Top 3,ball,
FF,95.4,,Max Scherzer,Garrett Cooper,,2353,,5,2019-05-27,0-1,Top 3,foul,
SL,83.7,,Max Scherzer,Garrett Cooper,,2152,,13,2019-05-27,0-0,Top 3,swinging_strike,
SL,86.2,,Max Scherzer,Harold Ramirez,,2194,,14,2019-05-27,1-2,Top 3,swinging_strike,Harold Ramirez strikes out swinging.
CH,83.9,,Max Scherzer,Harold Ramirez,,1613,,4,2019-05-27,1-2,Top 3,foul,
FF,95.2,69.8,Max Scherzer,Harold Ramirez,179,2362,55.1,11,2019-05-27,1-2,Top 3,foul,
CH,84.0,69.6,Max Scherzer,Harold Ramirez,3,1432,-22.7,13,2019-05-27,1-2,Top 3,foul,
FF,95.4,,Max Scherzer,Harold Ramirez,,2539,,2,2019-05-27,1-1,Top 3,foul,
FF,95.0,,Max Scherzer,Harold Ramirez,,2520,,7,2019-05-27,0-1,Top 3,ball,
CU,78.2,,Max Scherzer,Harold Ramirez,,2592,,1,2019-05-27,0-0,Top 3,called_strike,
CH,85.2,,Max Scherzer,Curtis Granderson,,1519,,14,2019-05-27,3-2,Top 3,swinging_strike,Curtis Granderson strikes out swinging.
FF,95.5,76.4,Max Scherzer,Curtis Granderson,219,2423,34.5,1,2019-05-27,3-2,Top 3,foul,
FF,96.0,81.6,Max Scherzer,Curtis Granderson,228,2456,25.7,11,2019-05-27,3-2,Top 3,foul,
FC,90.1,,Max Scherzer,Curtis Granderson,,2447,,14,2019-05-27,3-2,Top 3,foul,
FF,95.4,73.7,Max Scherzer,Curtis Granderson,203,2447,53.7,5,2019-05-27,3-2,Top 3,foul,
CU,78.4,,Max Scherzer,Curtis Granderson,,2584,,11,2019-05-27,2-2,Top 3,ball,
FC,90.1,,Max Scherzer,Curtis Granderson,,2398,,9,2019-05-27,2-2,Top 3,foul,
FC,89.5,109.1,Max Scherzer,Curtis Granderson,1,2398,-59.1,5,2019-05-27,2-2,Top 3,foul,
CH,84.2,,Max Scherzer,Curtis Granderson,,1599,,13,2019-05-27,1-2,Top 3,ball,
CU,78.6,,Max Scherzer,Curtis Granderson,,2804,,14,2019-05-27,0-2,Top 3,ball,
FC,88.8,,Max Scherzer,Curtis Granderson,,2515,,14,2019-05-27,0-1,Top 3,foul,
CU,78.1,,Max Scherzer,Curtis Granderson,,2854,,8,2019-05-27,0-0,Top 3,called_strike,
SL,85.3,,Max Scherzer,Jose Urena,,2303,,14,2019-05-27,0-2,Top 2,swinging_strike,Jose Urena strikes out swinging.
FF,92.9,,Max Scherzer,Jose Urena,,2490,,9,2019-05-27,0-1,Top 2,called_strike,
SL,85.5,,Max Scherzer,Jose Urena,,2279,,8,2019-05-27,0-0,Top 2,swinging_strike,
SL,85.8,86.8,Max Scherzer,Miguel Rojas,6,2263,-18.6,8,2019-05-27,0-2,Top 2,hit_into_play,"Miguel Rojas grounds out, shortstop Trea Turner to first baseman Matt Adams. Martin Prado to 3rd."
FF,94.4,70.9,Max Scherzer,Miguel Rojas,192,2491,53.6,2,2019-05-27,0-1,Top 2,foul,
FF,94.6,,Max Scherzer,Miguel Rojas,,2550,,6,2019-05-27,0-0,Top 2,swinging_strike,
SL,85.8,68.6,Max Scherzer,Jorge Alfaro,4,2332,-26.5,8,2019-05-27,0-1,Top 2,hit_into_play,"Jorge Alfaro grounds out, shortstop Trea Turner to first baseman Matt Adams. Martin Prado to 2nd."
FF,94.9,73.2,Max Scherzer,Jorge Alfaro,83,2411,5.9,5,2019-05-27,0-0,Top 2,foul,
CU,78.7,70.2,Max Scherzer,Martin Prado,246,2825,31.1,13,2019-05-27,2-2,Top 2,hit_into_play_no_out,Martin Prado singles on a fly ball to left fielder Juan Soto.
SL,87.0,59.7,Max Scherzer,Martin Prado,137,2465,24.7,9,2019-05-27,2-2,Top 2,foul,
FF,95.4,,Max Scherzer,Martin Prado,,2675,,13,2019-05-27,1-2,Top 2,ball,
SL,86.3,,Max Scherzer,Martin Prado,,2475,,14,2019-05-27,0-2,Top 2,ball,
FF,93.7,,Max Scherzer,Martin Prado,,2518,,4,2019-05-27,0-1,Top 2,called_strike,
CU,77.3,,Max Scherzer,Martin Prado,,2796,,4,2019-05-27,0-0,Top 2,called_strike,
FF,94.6,91.7,Max Scherzer,Starlin Castro,13,2455,-13.8,2,2019-05-27,0-2,Top 1,hit_into_play,"Starlin Castro grounds into a force out, shortstop Trea Turner to second baseman Brian Dozier. Neil Walker out at 2nd."
FF,94.3,,Max Scherzer,Starlin Castro,,2386,,14,2019-05-27,0-1,Top 1,called_strike,
FF,94.0,,Max Scherzer,Starlin Castro,,2385,,6,2019-05-27,0-0,Top 1,called_strike,
FF,94.2,96.6,Max Scherzer,Neil Walker,8,2459,-15.7,4,2019-05-27,1-2,Top 1,hit_into_play_no_out,Neil Walker singles on a ground ball to center fielder Gerardo Parra. Harold Ramirez to 3rd.
FF,93.8,,Max Scherzer,Neil Walker,,2440,,5,2019-05-27,1-1,Top 1,foul,
FC,88.2,,Max Scherzer,Neil Walker,,2423,,8,2019-05-27,1-0,Top 1,swinging_strike,
CU,76.1,,Max Scherzer,Neil Walker,,2612,,13,2019-05-27,0-0,Top 1,ball,
SL,84.2,80.0,Max Scherzer,Garrett Cooper,,2309,69.0,9,2019-05-27,1-2,Top 1,hit_into_play,Garrett Cooper pops out to first baseman Matt Adams in foul territory.
FF,93.7,,Max Scherzer,Garrett Cooper,,2371,,6,2019-05-27,1-1,Top 1,foul,
FF,94.4,,Max Scherzer,Garrett Cooper,,2490,,14,2019-05-27,0-1,Top 1,ball,
FF,93.0,,Max Scherzer,Garrett Cooper,,2377,,9,2019-05-27,0-0,Top 1,called_strike,
SL,86.0,102.6,Max Scherzer,Harold Ramirez,186,2281,9.5,8,2019-05-27,1-2,Top 1,hit_into_play_no_out,Harold Ramirez singles on a sharp line drive to center fielder Gerardo Parra.
SL,86.0,,Max Scherzer,Harold Ramirez,,2342,,14,2019-05-27,0-2,Top 1,ball,
FF,93.9,,Max Scherzer,Harold Ramirez,,2456,,3,2019-05-27,0-1,Top 1,called_strike,
FF,93.4,,Max Scherzer,Harold Ramirez,,2486,,3,2019-05-27,0-0,Top 1,called_strike,
FF,94.0,101.5,Max Scherzer,Curtis Granderson,250,2514,55.6,2,2019-05-27,1-0,Top 1,hit_into_play,Curtis Granderson flies out sharply to right fielder Adam Eaton.
FF,92.9,,Max Scherzer,Curtis Granderson,,2508,,13,2019-05-27,0-0,Top 1,ball,
FF,94.9,78.3,Max Scherzer,Juan Lagares,262,2567,32.7,4,2019-05-22,1-2,Bot 6,hit_into_play,Juan Lagares flies out to right fielder Adam Eaton.
FF,95.5,,Max Scherzer,Juan Lagares,,2574,,14,2019-05-22,0-2,Bot 6,ball,
SL,86.8,,Max Scherzer,Juan Lagares,,2268,,14,2019-05-22,0-1,Bot 6,called_strike,
SL,86.8,,Max Scherzer,Juan Lagares,,2278,,9,2019-05-22,0-0,Bot 6,swinging_strike,
SL,86.9,72.5,Max Scherzer,Carlos Gomez,10,2300,-18.6,2,2019-05-22,1-0,Bot 6,hit_into_play,"Carlos Gomez grounds out, shortstop Trea Turner to first baseman Matt Adams."
FF,93.2,,Max Scherzer,Carlos Gomez,,2431,,13,2019-05-22,0-0,Bot 6,ball,
SL,87.8,85.7,Max Scherzer,Todd Frazier,270,2440,45.8,2,2019-05-22,2-2,Bot 6,hit_into_play,Todd Frazier flies out to right fielder Adam Eaton.
CH,84.0,,Max Scherzer,Todd Frazier,,1467,,13,2019-05-22,1-2,Bot 6,ball,
FF,93.4,,Max Scherzer,Todd Frazier,,2526,,3,2019-05-22,1-1,Bot 6,foul_tip,
SL,86.7,,Max Scherzer,Todd Frazier,,2418,,4,2019-05-22,1-0,Bot 6,called_strike,
SL,85.2,,Max Scherzer,Todd Frazier,,2411,,11,2019-05-22,0-0,Bot 6,ball,
FF,95.4,,Max Scherzer,Pete Alonso,,2461,,11,2019-05-22,2-2,Bot 5,swinging_strike,Pete Alonso strikes out swinging.
CU,80.3,,Max Scherzer,Pete Alonso,,2733,,14,2019-05-22,1-2,Bot 5,blocked_ball,
SL,86.5,,Max Scherzer,Pete Alonso,,2134,,14,2019-05-22,0-2,Bot 5,blocked_ball,
FF,95.2,,Max Scherzer,Pete Alonso,,2501,,6,2019-05-22,0-1,Bot 5,called_strike,
SL,87.2,,Max Scherzer,Pete Alonso,,2236,,5,2019-05-22,0-0,Bot 5,swinging_strike,
FF,93.9,,Max Scherzer,Adeiny Hechavarria,,2458,,14,2019-05-22,3-2,Bot 5,ball,Adeiny Hechavarria walks. Jacob deGrom to 2nd.
FF,95.8,,Max Scherzer,Adeiny Hechavarria,,2584,,12,2019-05-22,2-2,Bot 5,ball,
SL,85.0,,Max Scherzer,Adeiny Hechavarria,,2186,,13,2019-05-22,1-2,Bot 5,ball,
FF,95.3,,Max Scherzer,Adeiny Hechavarria,,2499,,14,2019-05-22,0-2,Bot 5,ball,
FF,95.7,,Max Scherzer,Adeiny Hechavarria,,2543,,12,2019-05-22,0-2,Bot 5,foul,
FF,94.8,,Max Scherzer,Adeiny Hechavarria,,2462,,6,2019-05-22,0-1,Bot 5,foul,
SL,86.9,,Max Scherzer,Adeiny Hechavarria,,2236,,9,2019-05-22,0-0,Bot 5,called_strike,
SL,88.0,,Max Scherzer,J.D. Davis,,2211,,8,2019-05-22,3-2,Bot 5,swinging_strike,J.D. Davis strikes out swinging.
SL,87.3,79.3,Max Scherzer,J.D. Davis,241,2449,41.9,5,2019-05-22,3-2,Bot 5,foul,
FF,95.7,,Max Scherzer,J.D. Davis,,2606,,14,2019-05-22,2-2,Bot 5,ball,
FF,94.1,,Max Scherzer,J.D. Davis,,2462,,12,2019-05-22,1-2,Bot 5,ball,
CH,83.9,75.1,Max Scherzer,J.D. Davis,208,1554,47.1,14,2019-05-22,1-2,Bot 5,foul,
CH,84.5,,Max Scherzer,J.D. Davis,,1471,,14,2019-05-22,0-2,Bot 5,blocked_ball,
FF,94.7,,Max Scherzer,J.D. Davis,,2620,,2,2019-05-22,0-1,Bot 5,swinging_strike,
FF,94.0,,Max Scherzer,J.D. Davis,,2583,,3,2019-05-22,0-0,Bot 5,called_strike,
CH,83.4,,Max Scherzer,Amed Rosario,,1447,,14,2019-05-22,1-2,Bot 5,swinging_strike,Amed Rosario strikes out swinging.
FF,93.8,,Max Scherzer,Amed Rosario,,2541,,12,2019-05-22,1-1,Bot 5,swinging_strike,
SL,86.8,,Max Scherzer,Amed Rosario,,2434,,9,2019-05-22,1-0,Bot 5,swinging_strike,
SL,85.2,,Max Scherzer,Amed Rosario,,2362,,14,2019-05-22,0-0,Bot 5,ball,
CH,83.6,98.0,Max Scherzer,Jacob deGrom,31,1412,-2.5,4,2019-05-22,0-0,Bot 5,hit_into_play_no_out,Jacob deGrom singles on a ground ball to center fielder Victor Robles.
SL,85.3,,Max Scherzer,Tomas Nido,,2244,,4,2019-05-22,0-2,Bot 4,swinging_strike,Tomas Nido strikes out swinging.
SL,87.6,,Max Scherzer,Tomas Nido,,2188,,9,2019-05-22,0-1,Bot 4,swinging_strike,
SL,86.6,,Max Scherzer,Tomas Nido,,2299,,14,2019-05-22,0-0,Bot 4,swinging_strike_blocked,
FF,95.8,,Max Scherzer,Juan Lagares,,2456,,14,2019-05-22,1-2,Bot 4,called_strike,Juan Lagares called out on strikes.
SL,86.4,,Max Scherzer,Juan Lagares,,2227,,14,2019-05-22,0-2,Bot 4,ball,
SL,86.5,,Max Scherzer,Juan Lagares,,2357,,14,2019-05-22,0-1,Bot 4,swinging_strike,
SL,86.5,,Max Scherzer,Juan Lagares,,2209,,6,2019-05-22,0-0,Bot 4,swinging_strike,
FF,95.7,,Max Scherzer,Carlos Gomez,,2460,,12,2019-05-22,3-2,Bot 4,ball,Carlos Gomez walks.
SL,87.2,88.9,Max Scherzer,Carlos Gomez,16,2218,-6.3,8,2019-05-22,3-2,Bot 4,foul,
FF,96.4,,Max Scherzer,Carlos Gomez,,2544,,1,2019-05-22,3-2,Bot 4,foul,
SL,85.6,,Max Scherzer,Carlos Gomez,,2252,,14,2019-05-22,2-2,Bot 4,blocked_ball,
SL,86.4,,Max Scherzer,Carlos Gomez,,2291,,14,2019-05-22,1-2,Bot 4,ball,
FF,96.1,80.0,Max Scherzer,Carlos Gomez,175,2450,17.0,12,2019-05-22,1-2,Bot 4,foul,
FC,89.0,,Max Scherzer,Carlos Gomez,,2389,,14,2019-05-22,1-1,Bot 4,swinging_strike,
SL,88.0,,Max Scherzer,Carlos Gomez,,2370,,14,2019-05-22,0-1,Bot 4,ball,
FF,95.8,71.8,Max Scherzer,Carlos Gomez,196,2477,48.5,4,2019-05-22,0-0,Bot 4,foul,
FF,95.5,96.8,Max Scherzer,Todd Frazier,373,2471,23.9,5,2019-05-22,0-1,Bot 4,hit_into_play_no_out,Todd Frazier doubles (2) on a fly ball to center fielder Victor Robles.
SL,86.9,,Max Scherzer,Todd Frazier,,2305,,6,2019-05-22,0-0,Bot 4,swinging_strike,
CU,79.6,,Max Scherzer,Pete Alonso,,2677,,7,2019-05-22,3-2,Bot 4,called_strike,Pete Alonso called out on strikes.
FF,95.1,,Max Scherzer,Pete Alonso,,2542,,2,2019-05-22,3-1,Bot 4,foul,
FF,94.6,,Max Scherzer,Pete Alonso,,2500,,5,2019-05-22,3-0,Bot 4,called_strike,
SL,87.6,,Max Scherzer,Pete Alonso,,2422,,14,2019-05-22,2-0,Bot 4,ball,
FF,95.4,,Max Scherzer,Pete Alonso,,2569,,11,2019-05-22,1-0,Bot 4,ball,
FF,94.6,,Max Scherzer,Pete Alonso,,2460,,13,2019-05-22,0-0,Bot 4,ball,
CH,85.4,88.6,Max Scherzer,Robinson Cano,3,1873,-29.0,13,2019-05-22,1-2,Bot 3,hit_into_play,"Robinson Cano grounds out, shortstop Trea Turner to first baseman Matt Adams."
FF,96.4,,Max Scherzer,Robinson Cano,,2444,,3,2019-05-22,1-2,Bot 3,foul,
CH,84.8,,Max Scherzer,Robinson Cano,,1637,,13,2019-05-22,0-2,Bot 3,ball,
FC,90.7,91.7,Max Scherzer,Robinson Cano,26,2438,-3.4,14,2019-05-22,0-1,Bot 3,foul,
FC,91.7,,Max Scherzer,Robinson Cano,,2467,,14,2019-05-22,0-0,Bot 3,foul,
FF,97.0,99.8,Max Scherzer,J.D. Davis,47,2557,-0.6,6,2019-05-22,3-2,Bot 3,hit_into_play_no_out,J.D. Davis doubles (6) on a ground ball to right fielder Adam Eaton.
FF,97.0,,Max Scherzer,J.D. Davis,,2600,,5,2019-05-22,3-2,Bot 3,foul,
CH,87.2,,Max Scherzer,J.D. Davis,,1966,,9,2019-05-22,2-2,Bot 3,ball,
CH,84.4,,Max Scherzer,J.D. Davis,,1825,,14,2019-05-22,1-2,Bot 3,ball,
FF,96.0,,Max Scherzer,J.D. Davis,,2614,,6,2019-05-22,1-1,Bot 3,swinging_strike,
FF,95.1,,Max Scherzer,J.D. Davis,,2562,,12,2019-05-22,0-1,Bot 3,ball,
SL,86.5,,Max Scherzer,J.D. Davis,,2385,,9,2019-05-22,0-0,Bot 3,foul,
SL,88.1,80.2,Max Scherzer,Amed Rosario,250,2400,40.2,14,2019-05-22,1-1,Bot 3,hit_into_play,Amed Rosario flies out to right fielder Adam Eaton.
FF,94.1,,Max Scherzer,Amed Rosario,,2474,,14,2019-05-22,0-1,Bot 3,ball,
SL,86.9,,Max Scherzer,Amed Rosario,,2451,,1,2019-05-22,0-0,Bot 3,called_strike,
CH,84.6,80.2,Max Scherzer,Jacob deGrom,38,1356,0.1,9,2019-05-22,0-1,Bot 3,hit_into_play,"Jacob deGrom grounds out, first baseman Matt Adams to pitcher Max Scherzer."
FF,95.0,,Max Scherzer,Jacob deGrom,,2584,,4,2019-05-22,0-0,Bot 3,swinging_strike,
SL,86.6,,Max Scherzer,Tomas Nido,,2432,,8,2019-05-22,0-2,Bot 2,swinging_strike,Tomas Nido strikes out swinging.
FF,95.6,,Max Scherzer,Tomas Nido,,2606,,5,2019-05-22,0-1,Bot 2,called_strike,
SL,86.2,,Max Scherzer,Tomas Nido,,2497,,5,2019-05-22,0-0,Bot 2,swinging_strike,
FF,94.5,96.9,Max Scherzer,Juan Lagares,306,2507,19.8,6,2019-05-22,1-0,Bot 2,hit_into_play,Juan Lagares lines out to right fielder Adam Eaton.
FF,93.9,,Max Scherzer,Juan Lagares,,2538,,14,2019-05-22,0-0,Bot 2,ball,
SL,85.6,34.3,Max Scherzer,Carlos Gomez,28,2474,3.3,11,2019-05-22,0-1,Bot 2,hit_into_play,Carlos Gomez bunt grounds out to first baseman Matt Adams.
FF,94.4,,Max Scherzer,Carlos Gomez,,2558,,3,2019-05-22,0-0,Bot 2,called_strike,
FC,88.7,83.0,Max Scherzer,Todd Frazier,21,2511,-2.2,14,2019-05-22,0-2,Bot 1,hit_into_play,"Todd Frazier grounds out, third baseman Anthony Rendon to first baseman Matt Adams."
FF,96.8,,Max Scherzer,Todd Frazier,,2586,,3,2019-05-22,0-1,Bot 1,called_strike,
FF,95.8,,Max Scherzer,Todd Frazier,,2483,,6,2019-05-22,0-0,Bot 1,called_strike,
FF,96.8,,Max Scherzer,Pete Alonso,,2590,,11,2019-05-22,2-2,Bot 1,swinging_strike,Pete Alonso strikes out swinging.
SL,87.1,,Max Scherzer,Pete Alonso,,2373,,14,2019-05-22,1-2,Bot 1,ball,
SL,87.4,,Max Scherzer,Pete Alonso,,2287,,14,2019-05-22,0-2,Bot 1,blocked_ball,
FF,95.8,75.2,Max Scherzer,Pete Alonso,199,2482,28.8,5,2019-05-22,0-1,Bot 1,foul,
FF,95.6,,Max Scherzer,Pete Alonso,,2423,,8,2019-05-22,0-0,Bot 1,called_strike,
FF,94.8,60.7,Max Scherzer,Robinson Cano,4,2404,-30.3,14,2019-05-22,2-2,Bot 1,hit_into_play_no_out,"Robinson Cano reaches on a fielder's choice, fielded by first baseman Matt Adams. Amed Rosario to 3rd. Robinson Cano to 2nd. Amed Rosario advances to 3rd, on a throwing error by first baseman Matt Adams."
CH,84.5,,Max Scherzer,Robinson Cano,,1675,,14,2019-05-22,1-2,Bot 1,blocked_ball,
FF,94.4,,Max Scherzer,Robinson Cano,,2384,,11,2019-05-22,0-2,Bot 1,ball,
FC,89.7,,Max Scherzer,Robinson Cano,,2447,,14,2019-05-22,0-1,Bot 1,foul_tip,
FF,94.5,,Max Scherzer,Robinson Cano,,2459,,3,2019-05-22,0-0,Bot 1,swinging_strike,
SL,85.8,,Max Scherzer,J.D. Davis,,2362,,2,2019-05-22,2-2,Bot 1,swinging_strike,J.D. Davis strikes out swinging.
CH,85.3,93.0,Max Scherzer,J.D. Davis,12,1479,-8.7,13,2019-05-22,2-2,Bot 1,foul,
FF,94.4,,Max Scherzer,J.D. Davis,,2514,,5,2019-05-22,2-2,Bot 1,foul,
SL,86.1,,Max Scherzer,J.D. Davis,,2415,,14,2019-05-22,1-2,Bot 1,blocked_ball,
FF,94.0,,Max Scherzer,J.D. Davis,,2380,,3,2019-05-22,1-1,Bot 1,swinging_strike,
FF,93.5,,Max Scherzer,J.D. Davis,,2371,,12,2019-05-22,0-1,Bot 1,ball,
SL,85.4,,Max Scherzer,J.D. Davis,,2432,,3,2019-05-22,0-0,Bot 1,called_strike,
FF,96.3,96.2,Max Scherzer,Amed Rosario,185,2487,10.0,4,2019-05-22,2-2,Bot 1,hit_into_play_no_out,Amed Rosario singles on a line drive to center fielder Victor Robles.
FF,95.4,,Max Scherzer,Amed Rosario,,2555,,8,2019-05-22,2-1,Bot 1,foul,
FF,95.5,,Max Scherzer,Amed Rosario,,2554,,12,2019-05-22,1-1,Bot 1,ball,
FF,95.4,,Max Scherzer,Amed Rosario,,2523,,14,2019-05-22,0-1,Bot 1,ball,
FF,94.4,,Max Scherzer,Amed Rosario,,2651,,6,2019-05-22,0-0,Bot 1,called_strike,
SL,87.0,79.2,Max Scherzer,Albert Almora Jr.,25,2096,82.5,5,2019-05-17,0-0,Top 6,hit_into_play,Albert Almora pops out to catcher Kurt Suzuki in foul territory.
FF,96.0,80.0,Max Scherzer,Jason Heyward,,2510,69.0,6,2019-05-17,2-2,Top 6,hit_into_play,Jason Heyward pops out to third baseman Anthony Rendon in foul territory.
FC,89.6,,Max Scherzer,Jason Heyward,,2347,,14,2019-05-17,2-2,Top 6,foul,
CU,78.6,72.8,Max Scherzer,Jason Heyward,63,2599,86.1,14,2019-05-17,2-2,Top 6,foul,
FF,95.4,,Max Scherzer,Jason Heyward,,2468,,2,2019-05-17,2-2,Top 6,foul,
FF,94.1,,Max Scherzer,Jason Heyward,,2601,,9,2019-05-17,2-1,Top 6,foul,
FF,93.8,,Max Scherzer,Jason Heyward,,2539,,12,2019-05-17,1-1,Top 6,ball,
FC,89.0,,Max Scherzer,Jason Heyward,,2458,,6,2019-05-17,1-0,Top 6,foul,
FF,95.2,,Max Scherzer,Jason Heyward,,2544,,14,2019-05-17,0-0,Top 6,ball,
CH,83.2,69.9,Max Scherzer,Daniel Descalso,4,1503,-25.1,13,2019-05-17,1-2,Top 6,hit_into_play,"Daniel Descalso grounds out, second baseman Brian Dozier to first baseman Howie Kendrick. Willson Contreras to 2nd."
FC,89.5,,Max Scherzer,Daniel Descalso,,2436,,2,2019-05-17,1-1,Top 6,called_strike,
CU,76.5,,Max Scherzer,Daniel Descalso,,2571,,1,2019-05-17,1-0,Top 6,called_strike,
FC,88.4,,Max Scherzer,Daniel Descalso,,2566,,14,2019-05-17,0-0,Top 6,ball,
SL,85.9,,Max Scherzer,Willson Contreras,,2326,,14,2019-05-17,3-1,Top 6,ball,Willson Contreras walks.
FF,94.0,,Max Scherzer,Willson Contreras,,2539,,14,2019-05-17,2-1,Top 6,ball,
FF,93.6,,Max Scherzer,Willson Contreras,,2581,,11,2019-05-17,1-1,Top 6,ball,
SL,84.5,,Max Scherzer,Willson Contreras,,2456,,14,2019-05-17,0-1,Top 6,ball,
FF,94.1,,Max Scherzer,Willson Contreras,,2560,,2,2019-05-17,0-0,Top 6,swinging_strike,
SL,82.9,,Max Scherzer,Javier Baez,,2170,,13,2019-05-17,0-2,Top 5,swinging_strike,Javier Baez strikes out swinging.
SL,84.1,,Max Scherzer,Javier Baez,,2260,,14,2019-05-17,0-2,Top 5,foul,
SL,84.1,,Max Scherzer,Javier Baez,,2177,,8,2019-05-17,0-1,Top 5,swinging_strike,
FF,93.7,,Max Scherzer,Javier Baez,,2366,,8,2019-05-17,0-0,Top 5,foul,
CH,84.1,99.2,Max Scherzer,Anthony Rizzo,72,1515,2.8,7,2019-05-17,0-1,Top 5,hit_into_play_no_out,Anthony Rizzo singles on a ground ball to right fielder Adam Eaton.
FF,94.0,,Max Scherzer,Anthony Rizzo,,2372,,2,2019-05-17,0-0,Top 5,called_strike,
SL,85.8,103.1,Max Scherzer,Kris Bryant,67,2261,1.9,5,2019-05-17,0-2,Top 5,hit_into_play,"Kris Bryant grounds into a double play, third baseman Anthony Rendon to second baseman Brian Dozier to first baseman Howie Kendrick. Kyle Schwarber out at 2nd. Kris Bryant out at 1st."
FF,94.9,87.8,Max Scherzer,Kris Bryant,222,2509,56.8,3,2019-05-17,0-2,Top 5,foul,
FF,95.0,,Max Scherzer,Kris Bryant,,2464,,4,2019-05-17,0-2,Top 5,foul,
FF,95.3,77.0,Max Scherzer,Kris Bryant,225,2606,35.0,11,2019-05-17,0-2,Top 5,foul,
FF,93.5,,Max Scherzer,Kris Bryant,,2525,,7,2019-05-17,0-1,Top 5,called_strike,
SL,85.2,,Max Scherzer,Kris Bryant,,2408,,14,2019-05-17,0-0,Top 5,swinging_strike,
CU,80.3,,Max Scherzer,Kyle Schwarber,,2636,,14,2019-05-17,3-2,Top 5,ball,Kyle Schwarber walks.
FF,95.1,,Max Scherzer,Kyle Schwarber,,2631,,12,2019-05-17,2-2,Top 5,ball,
FF,94.9,,Max Scherzer,Kyle Schwarber,,2681,,11,2019-05-17,1-2,Top 5,ball,
FC,89.5,69.3,Max Scherzer,Kyle Schwarber,171,2417,62.7,2,2019-05-17,1-1,Top 5,foul,
CU,78.4,65.4,Max Scherzer,Kyle Schwarber,176,2684,43.7,4,2019-05-17,1-0,Top 5,foul,
FF,93.4,,Max Scherzer,Kyle Schwarber,,2564,,6,2019-05-17,0-0,Top 5,ball,
CH,82.3,,Max Scherzer,Cole Hamels,,1401,,13,2019-05-17,0-2,Top 4,swinging_strike,Cole Hamels strikes out swinging.
FC,89.2,,Max Scherzer,Cole Hamels,,2268,,5,2019-05-17,0-1,Top 4,swinging_strike,
FC,88.7,,Max Scherzer,Cole Hamels,,2243,,9,2019-05-17,0-0,Top 4,called_strike,
FF,95.2,,Max Scherzer,Albert Almora Jr.,,2393,,14,2019-05-17,3-2,Top 4,swinging_strike,Albert Almora strikes out swinging.
FF,95.9,,Max Scherzer,Albert Almora Jr.,,2412,,14,2019-05-17,2-2,Top 4,ball,
FF,95.3,77.3,Max Scherzer,Albert Almora Jr.,208,2479,22.6,6,2019-05-17,2-2,Top 4,foul,
SL,84.9,,Max Scherzer,Albert Almora Jr.,,2332,,14,2019-05-17,1-2,Top 4,ball,
SL,85.7,,Max Scherzer,Albert Almora Jr.,,2336,,14,2019-05-17,1-1,Top 4,swinging_strike,
SL,83.9,,Max Scherzer,Albert Almora Jr.,,2265,,14,2019-05-17,0-1,Top 4,ball,
FF,94.9,,Max Scherzer,Albert Almora Jr.,,2481,,2,2019-05-17,0-0,Top 4,called_strike,
